timestamp,user_id,event_type,event_value,device_id,ip_address,location,auth_result,resource_type,resource_name
2025-01-25 17:15:00,user_51,file_access,6,dev_51,10.0.4.196,Canada,success,file,confidential_report
2025-01-29 19:39:00,user_23,login,1,dev_23,10.0.1.231,United States,success,system,auth_service
2025-01-26 17:42:00,user_29,login,1,dev_29,10.0.4.99,Canada,success,system,auth_service
2025-01-17 18:41:00,user_39,file_access,179,dev_39,10.0.4.147,Australia,success,file,confidential_report
2025-01-24 03:04:00,user_49,file_access,234,dev_49,10.0.3.43,Singapore,success,file,confidential_report
2025-01-29 05:14:00,user_11,failed_login,1,dev_11,10.0.0.154,Japan,failure,system,auth_service
2025-01-22 23:22:00,user_47,login,1,dev_47,10.0.0.140,Canada,success,system,auth_service
2025-01-24 08:12:00,user_33,file_access,207,dev_33,10.0.5.222,United Kingdom,success,file,confidential_report
2025-01-08 04:18:00,user_26,login,1,dev_26,10.0.2.242,United Kingdom,success,system,auth_service
2025-01-10 16:06:00,user_28,file_access,130,dev_28,10.0.0.162,India,success,file,confidential_report
2025-01-21 10:42:00,user_05,phishing_click,1,dev_05,10.0.1.188,India,success,system,auth_service
2025-01-12 23:16:00,user_35,login,1,dev_35,10.0.5.193,Japan,success,system,auth_service
2025-01-13 15:10:00,user_32,login,1,dev_32,10.0.4.110,India,success,system,auth_service
2025-01-19 15:16:00,user_26,login,1,dev_26,10.0.4.111,Australia,success,system,auth_service
2025-01-22 21:54:00,user_26,failed_login,1,dev_26,10.0.2.210,Japan,failure,system,auth_service
2025-01-09 10:26:00,user_54,login,1,dev_54,10.0.5.18,India,success,system,auth_service
2025-01-09 00:03:00,user_58,login,1,dev_58,10.0.3.33,United States,success,system,auth_service
2025-01-19 21:40:00,user_12,file_access,210,dev_12,10.0.0.213,United States,success,file,confidential_report
2025-01-05 22:11:00,user_12,failed_login,1,dev_12,10.0.0.160,Japan,failure,system,auth_service
2025-01-16 15:18:00,user_20,failed_login,1,dev_20,10.0.0.87,Germany,failure,system,auth_service
2025-01-23 04:05:00,user_15,login,1,dev_15,10.0.2.217,Germany,success,system,auth_service
2025-01-21 16:48:00,user_21,login,1,dev_21,10.0.0.197,Germany,success,system,auth_service
2025-01-03 13:44:00,user_31,password_reset,1,dev_31,10.0.3.222,Canada,success,system,auth_service
2025-01-19 00:40:00,user_09,login,1,dev_09,10.0.1.208,United States,success,system,auth_service
2025-01-06 13:47:00,user_24,failed_login,1,dev_24,10.0.1.10,Canada,failure,system,auth_service
2025-01-04 00:44:00,user_06,login,1,dev_06,10.0.0.215,Singapore,success,system,auth_service
2025-01-14 05:40:00,user_36,file_access,107,dev_36,10.0.1.133,Singapore,success,file,confidential_report
2025-01-07 23:57:00,user_32,login,1,dev_32,10.0.5.74,Singapore,success,system,auth_service
2025-01-30 19:41:00,user_30,login,1,dev_30,10.0.3.11,Japan,success,system,auth_service
2025-01-30 05:16:00,user_13,file_access,56,dev_13,10.0.3.184,Singapore,success,file,confidential_report
2025-01-11 09:50:00,user_28,login,1,dev_28,10.0.2.216,United Kingdom,success,system,auth_service
2025-01-12 17:07:00,user_30,file_access,137,dev_30,10.0.4.141,Japan,success,file,confidential_report
2025-01-20 18:12:00,user_48,login,1,dev_48,10.0.4.120,Singapore,success,system,auth_service
2025-01-15 09:26:00,user_52,login,1,dev_52,10.0.3.76,United Kingdom,success,system,auth_service
2025-01-06 06:24:00,user_40,login,1,dev_40,10.0.1.133,Japan,success,system,auth_service
2025-01-19 20:46:00,user_06,login,1,dev_06,10.0.4.31,United States,success,system,auth_service
2025-01-22 06:26:00,user_05,login,1,dev_05,10.0.5.163,United Kingdom,success,system,auth_service
2025-01-02 16:57:00,user_45,failed_login,1,dev_45,10.0.2.20,Australia,failure,system,auth_service
2025-01-07 00:39:00,user_14,login,1,dev_14,10.0.0.65,India,success,system,auth_service
2025-01-21 02:45:00,user_30,file_access,137,dev_30,10.0.2.251,Germany,success,file,confidential_report
2025-01-10 02:37:00,user_33,failed_login,1,dev_33,10.0.4.93,Australia,failure,system,auth_service
2025-01-10 17:26:00,user_26,file_access,178,dev_26,10.0.1.220,United States,success,file,confidential_report
2025-01-10 00:57:00,user_11,login,1,dev_11,10.0.5.59,Singapore,success,system,auth_service
2025-01-11 11:08:00,user_44,file_access,184,dev_44,10.0.5.100,India,success,file,confidential_report
2025-01-21 14:33:00,user_39,file_access,232,dev_39,10.0.1.115,India,success,file,confidential_report
2025-01-29 02:58:00,user_35,file_access,123,dev_35,10.0.3.6,Japan,success,file,confidential_report
2025-01-23 19:04:00,user_28,file_access,174,dev_28,10.0.1.147,Australia,success,file,confidential_report
2025-01-13 19:17:00,user_48,file_access,174,dev_48,10.0.2.222,United States,success,file,confidential_report
2025-01-25 05:30:00,user_24,login,1,dev_24,10.0.3.119,United Kingdom,success,system,auth_service
2025-01-06 23:47:00,user_18,login,1,dev_18,10.0.3.197,Germany,success,system,auth_service
2025-01-14 09:05:00,user_47,login,1,dev_47,10.0.3.171,Japan,success,system,auth_service
2025-01-13 13:44:00,user_11,file_access,67,dev_11,10.0.1.23,India,success,file,confidential_report
2025-01-26 17:27:00,user_06,file_access,45,dev_06,10.0.1.249,Canada,success,file,confidential_report
2025-01-08 05:23:00,user_11,failed_login,1,dev_11,10.0.1.116,United Kingdom,failure,system,auth_service
2025-01-29 12:34:00,user_05,login,1,dev_05,10.0.1.48,United Kingdom,success,system,auth_service
2025-01-21 10:38:00,user_60,login,1,dev_60,10.0.5.233,United States,success,system,auth_service
2025-01-03 18:38:00,user_52,failed_login,1,dev_52,10.0.3.186,Singapore,failure,system,auth_service
2025-01-27 04:41:00,user_01,file_access,76,dev_01,10.0.4.90,United States,success,file,confidential_report
2025-01-16 21:13:00,user_57,phishing_click,1,dev_57,10.0.0.110,United States,success,system,auth_service
2025-01-24 11:33:00,user_51,login,1,dev_51,10.0.4.9,India,success,system,auth_service
2025-01-21 08:45:00,user_55,login,1,dev_55,10.0.1.88,Canada,success,system,auth_service
2025-01-03 11:27:00,user_35,file_access,27,dev_35,10.0.1.238,Japan,success,file,confidential_report
2025-01-12 15:04:00,user_36,login,1,dev_36,10.0.1.62,India,success,system,auth_service
2025-01-19 17:22:00,user_53,failed_login,1,dev_53,10.0.1.224,Japan,failure,system,auth_service
2025-01-11 13:06:00,user_53,login,1,dev_53,10.0.5.245,Canada,success,system,auth_service
2025-01-27 00:37:00,user_46,failed_login,1,dev_46,10.0.4.73,Germany,failure,system,auth_service
2025-01-10 14:00:00,user_44,login,1,dev_44,10.0.2.236,Canada,success,system,auth_service
2025-01-08 02:40:00,user_04,login,1,dev_04,10.0.4.143,United States,success,system,auth_service
2025-01-07 14:01:00,user_48,phishing_click,1,dev_48,10.0.4.35,India,success,system,auth_service
2025-01-05 20:41:00,user_52,login,1,dev_52,10.0.4.95,Germany,success,system,auth_service
2025-01-29 17:26:00,user_05,password_reset,1,dev_05,10.0.2.198,Japan,success,system,auth_service
2025-01-08 18:13:00,user_38,login,1,dev_38,10.0.2.230,Germany,success,system,auth_service
2025-01-01 04:35:00,user_32,login,1,dev_32,10.0.2.163,Japan,success,system,auth_service
2025-01-04 13:12:00,user_36,login,1,dev_36,10.0.4.189,Japan,success,system,auth_service
2025-01-15 00:50:00,user_32,file_access,52,dev_32,10.0.0.155,Australia,success,file,confidential_report
2025-01-17 08:13:00,user_24,login,1,dev_24,10.0.1.83,United States,success,system,auth_service
2025-01-14 04:52:00,user_50,login,1,dev_50,10.0.0.81,Australia,success,system,auth_service
2025-01-22 20:21:00,user_51,file_access,89,dev_51,10.0.5.246,Japan,success,file,confidential_report
2025-01-12 03:00:00,user_24,login,1,dev_24,10.0.3.180,Australia,success,system,auth_service
2025-01-28 01:38:00,user_13,file_access,237,dev_13,10.0.2.5,Canada,success,file,confidential_report
2025-01-24 23:37:00,user_07,phishing_click,1,dev_07,10.0.1.178,United Kingdom,success,system,auth_service
2025-01-22 18:15:00,user_15,failed_login,1,dev_15,10.0.4.71,Singapore,failure,system,auth_service
2025-01-28 16:27:00,user_08,failed_login,1,dev_08,10.0.1.4,Singapore,failure,system,auth_service
2025-01-27 20:22:00,user_14,failed_login,1,dev_14,10.0.3.239,Germany,failure,system,auth_service
2025-01-05 22:15:00,user_38,login,1,dev_38,10.0.3.86,Germany,success,system,auth_service
2025-01-07 03:53:00,user_40,login,1,dev_40,10.0.1.87,Germany,success,system,auth_service
2025-01-20 13:31:00,user_08,login,1,dev_08,10.0.4.184,Singapore,success,system,auth_service
2025-01-03 01:40:00,user_05,failed_login,1,dev_05,10.0.3.32,Singapore,failure,system,auth_service
2025-01-05 17:56:00,user_51,login,1,dev_51,10.0.5.105,Singapore,success,system,auth_service
2025-01-17 20:17:00,user_34,login,1,dev_34,10.0.4.13,Germany,success,system,auth_service
2025-01-03 05:14:00,user_50,login,1,dev_50,10.0.1.51,India,success,system,auth_service
2025-01-22 18:48:00,user_51,failed_login,1,dev_51,10.0.5.27,Singapore,failure,system,auth_service
2025-01-13 19:38:00,user_16,failed_login,1,dev_16,10.0.1.53,Japan,failure,system,auth_service
2025-01-06 03:26:00,user_60,login,1,dev_60,10.0.5.115,Singapore,success,system,auth_service
2025-01-09 03:06:00,user_56,phishing_click,1,dev_56,10.0.0.122,Japan,success,system,auth_service
2025-01-18 14:30:00,user_15,file_access,237,dev_15,10.0.0.175,United States,success,file,confidential_report
2025-01-09 16:49:00,user_09,login,1,dev_09,10.0.0.63,Japan,success,system,auth_service
2025-01-17 09:04:00,user_44,login,1,dev_44,10.0.3.152,United States,success,system,auth_service
2025-01-05 17:42:00,user_40,login,1,dev_40,10.0.0.62,Canada,success,system,auth_service
2025-01-03 11:36:00,user_11,file_access,209,dev_11,10.0.0.243,Singapore,success,file,confidential_report
2025-01-03 21:58:00,user_60,file_access,69,dev_60,10.0.1.166,Singapore,success,file,confidential_report
2025-01-17 17:39:00,user_35,login,1,dev_35,10.0.1.98,United States,success,system,auth_service
2025-01-08 18:17:00,user_50,login,1,dev_50,10.0.5.245,Canada,success,system,auth_service
2025-01-06 06:24:00,user_24,login,1,dev_24,10.0.0.82,Australia,success,system,auth_service
2025-01-22 04:09:00,user_17,login,1,dev_17,10.0.2.219,Singapore,success,system,auth_service
2025-01-01 22:41:00,user_46,password_reset,1,dev_46,10.0.1.21,Singapore,success,system,auth_service
2025-01-25 16:11:00,user_03,login,1,dev_03,10.0.0.209,Japan,success,system,auth_service
2025-01-22 04:00:00,user_46,login,1,dev_46,10.0.0.113,United Kingdom,success,system,auth_service
2025-01-21 03:24:00,user_33,password_reset,1,dev_33,10.0.4.144,India,success,system,auth_service
2025-01-21 07:28:00,user_12,phishing_click,1,dev_12,10.0.2.187,United States,success,system,auth_service
2025-01-13 21:45:00,user_30,login,1,dev_30,10.0.4.53,India,success,system,auth_service
2025-01-08 14:32:00,user_11,file_access,47,dev_11,10.0.2.219,Japan,success,file,confidential_report
2025-01-05 14:28:00,user_40,login,1,dev_40,10.0.2.188,India,success,system,auth_service
2025-01-26 07:17:00,user_12,file_access,42,dev_12,10.0.0.123,Japan,success,file,confidential_report
2025-01-30 12:19:00,user_45,password_reset,1,dev_45,10.0.1.162,Japan,success,system,auth_service
2025-01-07 12:35:00,user_30,failed_login,1,dev_30,10.0.4.71,Singapore,failure,system,auth_service
2025-01-10 21:26:00,user_08,failed_login,1,dev_08,10.0.1.45,Japan,failure,system,auth_service
2025-01-26 14:44:00,user_03,login,1,dev_03,10.0.5.44,India,success,system,auth_service
2025-01-12 17:54:00,user_05,failed_login,1,dev_05,10.0.0.134,United States,failure,system,auth_service
2025-01-06 13:13:00,user_07,login,1,dev_07,10.0.0.250,Singapore,success,system,auth_service
2025-01-08 00:35:00,user_54,login,1,dev_54,10.0.2.125,Germany,success,system,auth_service
2025-01-15 12:05:00,user_06,login,1,dev_06,10.0.0.244,Singapore,success,system,auth_service
2025-01-12 09:44:00,user_41,login,1,dev_41,10.0.4.54,Canada,success,system,auth_service
2025-01-07 16:44:00,user_38,login,1,dev_38,10.0.1.233,India,success,system,auth_service
2025-01-17 04:37:00,user_43,login,1,dev_43,10.0.3.236,Singapore,success,system,auth_service
2025-01-04 14:18:00,user_01,login,1,dev_01,10.0.3.110,United States,success,system,auth_service
2025-01-30 19:09:00,user_17,failed_login,1,dev_17,10.0.3.250,United States,failure,system,auth_service
2025-01-19 13:37:00,user_28,login,1,dev_28,10.0.1.116,Singapore,success,system,auth_service
2025-01-25 11:37:00,user_33,login,1,dev_33,10.0.3.15,India,success,system,auth_service
2025-01-25 21:08:00,user_49,failed_login,1,dev_49,10.0.0.48,Germany,failure,system,auth_service
2025-01-24 02:51:00,user_59,login,1,dev_59,10.0.0.132,United States,success,system,auth_service
2025-01-08 01:01:00,user_43,failed_login,1,dev_43,10.0.3.240,India,failure,system,auth_service
2025-01-01 17:59:00,user_43,login,1,dev_43,10.0.4.138,Germany,success,system,auth_service
2025-01-22 13:17:00,user_01,file_access,78,dev_01,10.0.3.39,Australia,success,file,confidential_report
2025-01-05 06:06:00,user_14,file_access,250,dev_14,10.0.3.229,Singapore,success,file,confidential_report
2025-01-23 23:03:00,user_52,login,1,dev_52,10.0.4.227,Canada,success,system,auth_service
2025-01-19 15:36:00,user_59,file_access,174,dev_59,10.0.1.39,Canada,success,file,confidential_report
2025-01-22 04:16:00,user_27,login,1,dev_27,10.0.0.152,Canada,success,system,auth_service
2025-01-24 18:45:00,user_52,phishing_click,1,dev_52,10.0.2.18,Australia,success,system,auth_service
2025-01-02 19:00:00,user_15,login,1,dev_15,10.0.2.124,Australia,success,system,auth_service
2025-01-17 20:46:00,user_23,password_reset,1,dev_23,10.0.2.28,Australia,success,system,auth_service
2025-01-13 05:09:00,user_39,file_access,34,dev_39,10.0.5.197,Australia,success,file,confidential_report
2025-01-04 13:33:00,user_02,phishing_click,1,dev_02,10.0.0.50,Canada,success,system,auth_service
2025-01-29 20:11:00,user_24,file_access,75,dev_24,10.0.4.230,Australia,success,file,confidential_report
2025-01-02 08:08:00,user_22,login,1,dev_22,10.0.4.47,India,success,system,auth_service
2025-01-23 01:16:00,user_12,login,1,dev_12,10.0.4.150,United States,success,system,auth_service
2025-01-14 18:46:00,user_48,file_access,157,dev_48,10.0.5.79,India,success,file,confidential_report
2025-01-19 16:07:00,user_57,login,1,dev_57,10.0.0.197,Germany,success,system,auth_service
2025-01-19 13:36:00,user_12,file_access,246,dev_12,10.0.2.123,Japan,success,file,confidential_report
2025-01-07 06:41:00,user_21,failed_login,1,dev_21,10.0.4.230,Singapore,failure,system,auth_service
2025-01-04 09:16:00,user_52,login,1,dev_52,10.0.4.7,Australia,success,system,auth_service
2025-01-09 06:52:00,user_47,file_access,124,dev_47,10.0.3.173,Japan,success,file,confidential_report
2025-01-06 00:29:00,user_14,file_access,162,dev_14,10.0.2.188,India,success,file,confidential_report
2025-01-14 18:55:00,user_50,login,1,dev_50,10.0.2.5,Germany,success,system,auth_service
2025-01-06 15:20:00,user_27,file_access,135,dev_27,10.0.2.57,Germany,success,file,confidential_report
2025-01-28 16:21:00,user_40,failed_login,1,dev_40,10.0.4.72,Japan,failure,system,auth_service
2025-01-15 02:10:00,user_44,login,1,dev_44,10.0.5.247,Germany,success,system,auth_service
2025-01-07 07:58:00,user_06,failed_login,1,dev_06,10.0.1.136,Canada,failure,system,auth_service
2025-01-07 19:34:00,user_01,login,1,dev_01,10.0.2.88,Canada,success,system,auth_service
2025-01-18 07:53:00,user_09,file_access,109,dev_09,10.0.5.15,Australia,success,file,confidential_report
2025-01-12 00:11:00,user_20,password_reset,1,dev_20,10.0.4.234,United Kingdom,success,system,auth_service
2025-01-23 13:41:00,user_47,failed_login,1,dev_47,10.0.2.209,United Kingdom,failure,system,auth_service
2025-01-06 11:11:00,user_19,login,1,dev_19,10.0.3.7,United Kingdom,success,system,auth_service
2025-01-24 12:59:00,user_21,file_access,74,dev_21,10.0.5.176,Germany,success,file,confidential_report
2025-01-15 20:17:00,user_37,login,1,dev_37,10.0.2.148,India,success,system,auth_service
2025-01-17 01:59:00,user_57,login,1,dev_57,10.0.2.38,Germany,success,system,auth_service
2025-01-25 23:01:00,user_47,login,1,dev_47,10.0.5.102,United Kingdom,success,system,auth_service
2025-01-03 13:47:00,user_09,login,1,dev_09,10.0.3.187,Australia,success,system,auth_service
2025-01-30 00:26:00,user_56,login,1,dev_56,10.0.1.208,Germany,success,system,auth_service
2025-01-10 20:10:00,user_59,file_access,158,dev_59,10.0.4.119,Singapore,success,file,confidential_report
2025-01-27 18:34:00,user_10,file_access,59,dev_10,10.0.2.161,Australia,success,file,confidential_report
2025-01-02 23:28:00,user_18,file_access,10,dev_18,10.0.1.27,India,success,file,confidential_report
2025-01-16 11:32:00,user_54,file_access,106,dev_54,10.0.1.112,United Kingdom,success,file,confidential_report
2025-01-08 15:58:00,user_42,file_access,97,dev_42,10.0.1.57,Australia,success,file,confidential_report
2025-01-08 11:01:00,user_52,file_access,95,dev_52,10.0.2.231,Singapore,success,file,confidential_report
2025-01-06 15:29:00,user_41,file_access,29,dev_41,10.0.0.150,United Kingdom,success,file,confidential_report
2025-01-07 14:33:00,user_36,failed_login,1,dev_36,10.0.4.227,Germany,failure,system,auth_service
2025-01-20 09:30:00,user_09,login,1,dev_09,10.0.1.14,Australia,success,system,auth_service
2025-01-20 13:34:00,user_55,login,1,dev_55,10.0.1.156,Singapore,success,system,auth_service
2025-01-12 06:57:00,user_56,login,1,dev_56,10.0.3.197,Singapore,success,system,auth_service
2025-01-29 02:13:00,user_05,file_access,80,dev_05,10.0.2.8,United Kingdom,success,file,confidential_report
2025-01-05 18:33:00,user_14,login,1,dev_14,10.0.2.130,Japan,success,system,auth_service
2025-01-02 04:07:00,user_39,login,1,dev_39,10.0.5.61,United States,success,system,auth_service
2025-01-27 07:58:00,user_36,login,1,dev_36,10.0.4.163,United Kingdom,success,system,auth_service
2025-01-02 00:36:00,user_15,login,1,dev_15,10.0.2.224,India,success,system,auth_service
2025-01-19 12:22:00,user_05,file_access,221,dev_05,10.0.5.168,Germany,success,file,confidential_report
2025-01-09 06:18:00,user_07,file_access,128,dev_07,10.0.1.43,Germany,success,file,confidential_report
2025-01-21 00:51:00,user_09,login,1,dev_09,10.0.0.11,Japan,success,system,auth_service
2025-01-01 06:10:00,user_02,file_access,104,dev_02,10.0.5.12,India,success,file,confidential_report
2025-01-24 04:57:00,user_58,file_access,188,dev_58,10.0.1.152,United Kingdom,success,file,confidential_report
2025-01-10 00:32:00,user_48,login,1,dev_48,10.0.3.176,United Kingdom,success,system,auth_service
2025-01-17 09:33:00,user_22,failed_login,1,dev_22,10.0.3.39,United Kingdom,failure,system,auth_service
2025-01-24 17:36:00,user_21,file_access,123,dev_21,10.0.2.171,United Kingdom,success,file,confidential_report
2025-01-11 07:55:00,user_56,password_reset,1,dev_56,10.0.2.100,Japan,success,system,auth_service
2025-01-01 13:07:00,user_04,login,1,dev_04,10.0.3.125,India,success,system,auth_service
2025-01-28 02:24:00,user_42,login,1,dev_42,10.0.4.218,United States,success,system,auth_service
2025-01-14 21:44:00,user_56,failed_login,1,dev_56,10.0.2.217,Singapore,failure,system,auth_service
2025-01-06 15:44:00,user_42,file_access,26,dev_42,10.0.1.210,United States,success,file,confidential_report
2025-01-02 15:02:00,user_08,login,1,dev_08,10.0.4.100,Australia,success,system,auth_service
2025-01-15 01:58:00,user_51,login,1,dev_51,10.0.5.103,Canada,success,system,auth_service
2025-01-08 14:49:00,user_22,login,1,dev_22,10.0.0.143,United States,success,system,auth_service
2025-01-23 21:23:00,user_20,login,1,dev_20,10.0.5.31,Canada,success,system,auth_service
2025-01-24 01:18:00,user_03,login,1,dev_03,10.0.3.11,United Kingdom,success,system,auth_service
2025-01-23 01:52:00,user_18,file_access,232,dev_18,10.0.5.198,Japan,success,file,confidential_report
2025-01-27 17:52:00,user_04,login,1,dev_04,10.0.2.63,India,success,system,auth_service
2025-01-17 14:03:00,user_34,file_access,102,dev_34,10.0.3.233,Japan,success,file,confidential_report
2025-01-27 16:10:00,user_10,login,1,dev_10,10.0.1.9,Canada,success,system,auth_service
2025-01-18 06:04:00,user_24,file_access,217,dev_24,10.0.1.63,Japan,success,file,confidential_report
2025-01-21 20:01:00,user_05,login,1,dev_05,10.0.3.4,India,success,system,auth_service
2025-01-10 23:38:00,user_53,password_reset,1,dev_53,10.0.1.135,Australia,success,system,auth_service
2025-01-15 23:57:00,user_06,login,1,dev_06,10.0.4.121,Singapore,success,system,auth_service
2025-01-25 11:32:00,user_22,login,1,dev_22,10.0.5.161,Australia,success,system,auth_service
2025-01-01 17:53:00,user_31,login,1,dev_31,10.0.1.252,United Kingdom,success,system,auth_service
2025-01-25 13:47:00,user_60,login,1,dev_60,10.0.1.126,United Kingdom,success,system,auth_service
2025-01-16 00:35:00,user_01,login,1,dev_01,10.0.0.120,United States,success,system,auth_service
2025-01-01 16:48:00,user_03,failed_login,1,dev_03,10.0.1.194,Singapore,failure,system,auth_service
2025-01-05 19:09:00,user_29,file_access,212,dev_29,10.0.5.109,Canada,success,file,confidential_report
2025-01-17 01:46:00,user_02,file_access,35,dev_02,10.0.5.157,Japan,success,file,confidential_report
2025-01-01 21:00:00,user_15,login,1,dev_15,10.0.0.84,Canada,success,system,auth_service
2025-01-26 10:24:00,user_37,file_access,247,dev_37,10.0.3.128,Singapore,success,file,confidential_report
2025-01-20 08:27:00,user_53,failed_login,1,dev_53,10.0.3.172,India,failure,system,auth_service
2025-01-10 01:45:00,user_23,failed_login,1,dev_23,10.0.4.239,Japan,failure,system,auth_service
2025-01-13 15:18:00,user_14,file_access,107,dev_14,10.0.3.168,Germany,success,file,confidential_report
2025-01-13 01:02:00,user_03,login,1,dev_03,10.0.5.146,Germany,success,system,auth_service
2025-01-25 18:30:00,user_47,file_access,126,dev_47,10.0.1.218,India,success,file,confidential_report
2025-01-16 10:28:00,user_59,login,1,dev_59,10.0.4.56,United Kingdom,success,system,auth_service
2025-01-21 20:54:00,user_04,login,1,dev_04,10.0.4.161,Germany,success,system,auth_service
2025-01-16 15:53:00,user_04,failed_login,1,dev_04,10.0.5.123,Singapore,failure,system,auth_service
2025-01-25 10:54:00,user_54,login,1,dev_54,10.0.2.35,Japan,success,system,auth_service
2025-01-05 13:50:00,user_05,file_access,177,dev_05,10.0.5.10,United Kingdom,success,file,confidential_report
2025-01-05 16:25:00,user_16,login,1,dev_16,10.0.4.148,United Kingdom,success,system,auth_service
2025-01-25 13:55:00,user_33,file_access,26,dev_33,10.0.3.164,Australia,success,file,confidential_report
2025-01-25 11:39:00,user_10,failed_login,1,dev_10,10.0.0.205,Japan,failure,system,auth_service
2025-01-08 16:05:00,user_53,login,1,dev_53,10.0.4.230,United Kingdom,success,system,auth_service
2025-01-05 07:20:00,user_10,login,1,dev_10,10.0.0.244,Australia,success,system,auth_service
2025-01-06 21:00:00,user_05,file_access,119,dev_05,10.0.5.243,Singapore,success,file,confidential_report
2025-01-06 18:14:00,user_41,login,1,dev_41,10.0.0.222,India,success,system,auth_service
2025-01-11 08:46:00,user_36,login,1,dev_36,10.0.0.201,United Kingdom,success,system,auth_service
2025-01-21 21:09:00,user_34,file_access,205,dev_34,10.0.4.126,Australia,success,file,confidential_report
2025-01-08 17:33:00,user_11,password_reset,1,dev_11,10.0.2.224,United Kingdom,success,system,auth_service
2025-01-26 04:09:00,user_41,login,1,dev_41,10.0.0.113,India,success,system,auth_service
2025-01-05 22:13:00,user_52,login,1,dev_52,10.0.4.76,Germany,success,system,auth_service
2025-01-18 16:55:00,user_03,login,1,dev_03,10.0.4.183,United States,success,system,auth_service
2025-01-11 10:51:00,user_29,file_access,70,dev_29,10.0.0.245,Australia,success,file,confidential_report
2025-01-03 14:52:00,user_42,login,1,dev_42,10.0.5.158,Canada,success,system,auth_service
2025-01-19 05:57:00,user_35,login,1,dev_35,10.0.1.137,Australia,success,system,auth_service
2025-01-15 02:09:00,user_35,login,1,dev_35,10.0.5.192,Japan,success,system,auth_service
2025-01-24 20:22:00,user_01,login,1,dev_01,10.0.3.30,India,success,system,auth_service
2025-01-11 04:54:00,user_06,login,1,dev_06,10.0.2.25,Canada,success,system,auth_service
2025-01-17 15:28:00,user_28,login,1,dev_28,10.0.5.213,Japan,success,system,auth_service
2025-01-04 10:28:00,user_51,failed_login,1,dev_51,10.0.2.200,Japan,failure,system,auth_service
2025-01-10 00:16:00,user_58,file_access,135,dev_58,10.0.1.195,Japan,success,file,confidential_report
2025-01-09 01:26:00,user_27,file_access,220,dev_27,10.0.0.177,United Kingdom,success,file,confidential_report
2025-01-25 04:11:00,user_09,file_access,6,dev_09,10.0.1.84,Australia,success,file,confidential_report
2025-01-04 16:09:00,user_57,login,1,dev_57,10.0.1.218,Germany,success,system,auth_service
2025-01-07 00:38:00,user_53,login,1,dev_53,10.0.2.249,Germany,success,system,auth_service
2025-01-08 16:07:00,user_16,login,1,dev_16,10.0.4.124,India,success,system,auth_service
2025-01-13 04:29:00,user_35,file_access,45,dev_35,10.0.4.183,Singapore,success,file,confidential_report
2025-01-06 21:35:00,user_07,login,1,dev_07,10.0.2.63,United Kingdom,success,system,auth_service
2025-01-13 23:35:00,user_57,file_access,122,dev_57,10.0.4.198,Japan,success,file,confidential_report
2025-01-26 12:56:00,user_14,file_access,133,dev_14,10.0.2.183,Singapore,success,file,confidential_report
2025-01-18 09:34:00,user_20,login,1,dev_20,10.0.1.111,Japan,success,system,auth_service
